entity_id,entity_label,relation_id,relation_label,inverse,question,answer_id,entity_start,entity_end
Q1063332,charles alphonse pantaléon pelletier,P27,country of citizenship,False,Where is charles alphonse pantaleon pelletier from,Q16,2,5
Q204751,anthony kiedis,P1303,instrument,False,what instrument did anthony kiedis play,Q6607,3,4
Q1724922,larry ridley,P19,place of birth,False,where in the united states was larry ridley born,Q6346,6,7
Q436433,milton ruben young,P21,sex or gender,False,what is the gender of milton young,Q6581097,5,6
Q6192284,jigarwala,P364,original language of film or TV show,False,what language was spoken in the film  jigarwala,Q1568,7,7
Q1028284,groundation,R175,performer,True,which album did groundation make,Q1093138,3,3
Q5519310,galpa holeo satyi,P58,screenwriter,False,who wrote the story for the film galpa holeo satyi,Q940858,7,9
Q1550581,self control,P86,composer,False,who composed self control (song),Q733379,2,3
Q4632918,29 vulpeculae,P31,instance of,False,what category is the 29 vulpeculae in,Q523,4,5
Q92712,david c. evans,P21,sex or gender,False,what gender is david c. evans,Q6581097,3,5
Q54051,władysław ii the exile,P53,family,False,what is a royal line of wladyslaw ii the exile,Q201615,6,9
Q1206885,devin bowen,P21,sex or gender,False,what is  devin bowens gender,Q6581097,2,3
Q7077738,sings ballads and blues,P175,performer,False,Who recorded the album odetta sings ballads and blues,Q237633,5,8
Q1708537,wanderlust,P162,producer,False,who produced wanderlust,Q276525,2,2
Q3156600,j'ai quelque chose à vous dire,P495,country of origin,False,which country was j'ai quelque chose a vous dire portrayed in,Q142,3,8
Q7721274,the captain's paradise,P364,original language of film or TV show,False,what type of language is the captains paradise in,Q1860,5,7
Q170539,parody,R136,genre,True,What an example of a parody game,Q7517255,5,5
Q2402219,zeta canis minoris,P31,instance of,False,What kind of celestial object is zeta canis minoris,Q523,6,8
Q5552563,gerrit cole,P19,place of birth,False,which city in Orange County was gerrit cole born,Q268873,6,7
Q6895044,multiplayer video game,R404,game mode,True,What is a game with multiplayer gameplay,Q10373659,5,3
Q5596702,grantville gazette ii,P50,author,False,who wrote grantville gazette ii,Q1320489,2,4
Q3806638,james lang,P21,sex or gender,False,what is james lang gender,Q6581097,2,3
Q729018,william wyatt bibb,P19,place of birth,False,which county is william wyatt bibb from,Q461562,3,5
Q3028299,"diners, drive-ins and dives",P364,original language of film or TV show,False,"what language is spoken on diners, drive-ins and dives",Q1860,5,8
Q5472705,fortress,P364,original language of film or TV show,False,What language is fortress in,Q1860,3,3
Q377526,james brice,P20,place of death,False,where did james brice pass away,Q28271,2,3
Q636684,florissant,R19,place of birth,True,Who was born in florissant,Q3200927,4,4
Q138215,1341 edmée,P31,instance of,False,What is 1341 edmee,Q3863,2,3
Q701244,wolfgang feiersinger,P413,position played on team / speciality,False,which position in football did wolfgang feiersinger play in,Q336286,5,6
Q308999,battle of leyte gulf,P276,location,False,Where did the battle of leyte gulf take place,Q240753,3,6
Q5541015,george j. peters,P27,country of citizenship,False,which country is george j. peters from,Q30,3,5
Q3080156,fousseyni cissé,P413,position played on team / speciality,False,which position did fousseyni cisse play on the football pitch,Q280658,3,4
Q8686,shanghai,R19,place of birth,True,who is someone born in shanghai,Q9316570,5,5
Q369190,frank borzage,R57,director,True,what a film that frank borzage directed,Q3523964,4,5
Q298794,a touch of class,P136,genre,False,what music style is a touch of class,Q216961,4,7
Q494789,christmas in august,P136,genre,False,What genre of film does christmas in august exemplify,Q1054574,5,7
Q183387,columbia records,R264,record label,True,Who is an artist signed to columbia records,Q437117,6,7
Q1849933,sheikh mansur,P21,sex or gender,False,what is the gender of sheikh mansur,Q6581097,5,6
Q4126138,resurrection,P58,screenwriter,False,Who wrote the story used in the film resurrection,Q7243,8,8
Q16186779,brian malouf,P21,sex or gender,False,What is brian malouf gender,Q6581097,2,3
Q528170,13845 jillburnett,P31,instance of,False,what is the classification of 13845 jillburnett,Q3863,5,6
Q2820242,abbas tyrewala,R58,screenwriter,True,abbas tyrewala contributed story credits to what movie,Q1262452,0,1
Q361352,mehmet aurélio,P413,position played on team / speciality,False,Which position does mehmet aurelio play,Q193592,3,4
Q560661,arjan beqaj,P19,place of birth,False,where was arjan beqaj place of birth,Q200061,2,3
Q215572,felix nussbaum,P20,place of death,False,where did felix nussbaum die,Q663764,2,3
Q6774811,yoo in-young,P27,country of citizenship,False,yoo in-young has citizenship in what country,Q884,0,1
Q181557,kaohsiung,R19,place of birth,True,What Taiwanese singer was born in kaohsiung,Q5491000,6,6
Q952813,thomas blamey,P607,conflict,False,what war did thomas blamey participate in,Q361,3,4
Q742343,joe labarbera,P1303,instrument,False,What an instrument that joe labarbera plays,Q128309,4,5
Q185194,vulpes,R171,parent taxon,True,What is a classification under vulpes,Q82738,5,5
Q7175745,peter mccardle,P21,sex or gender,False,is peter mccardle a man or a woman,Q6581097,1,2
Q940763,mamadou diallo,P21,sex or gender,False,What sex is mamadou diallo,Q6581097,3,4
Q5296302,donna andrews,P27,country of citizenship,False,what nationality is donna andrews,Q30,3,4
Q140003,1495 helsinki,P31,instance of,False,What kind of celestial object is 1495 helsinki,Q3863,6,7
Q6721313,maayavi,P136,genre,False,what kind of film is maayavi,Q130232,5,5
Q979182,amy sène,P27,country of citizenship,False,what is the nationality of amy sene,Q1041,5,6
Q6769074,mark o'hara,P413,position played on team / speciality,False,what position does mark ohara play in football,Q336286,3,4
Q5701780,helen abbott michael,P19,place of birth,False,where was helen abbott michael born,Q1345,2,4
Q3282637,film producer,R106,occupation,True,who is a film producer,Q7107075,3,4
Q8341,jazz,R136,genre,True,Name a modern jazz singer.,Q7922435,3,3
Q7759667,the real world: los angeles,P179,part of the series,False,what series is the real world - season 2 from,Q743738,1,5
Q7762426,the scarlet horseman,P57,director,False,who directed the movie the scarlet horseman,Q3420565,2,6
Q14798167,"rich man, poor man",P495,country of origin,False,"what country was rich man, poor man filmed in",Q30,3,6
Q925405,alexandre kirillov,P19,place of birth,False,where is the place of birth of alexandre kirillov,Q649,7,8
Q497155,touchstone pictures,R272,production company,True,What a film produced by touchstone pictures,Q748030,5,6
Q3622528,arianna bergamaschi,P136,genre,False,what kind of music does arianna perform,Q211756,0,1
Q784444,g-force,P272,production company,False,What production company put out g-force (film),Q191224,5,5
Q648,lille,R19,place of birth,True,Who was born in lille,Q274901,4,4
Q262314,chris rea,R175,performer,True,Name an album released by chris rea.,Q9358192,5,6
Q505712,gremlins 2: the new batch,P136,genre,False,what genre is gremlins 2,Q157443,0,4
Q1058003,bille woodruff,R57,director,True,which film did bille woodruff direct,Q813464,3,4
Q319020,elah,R40,child,True,Who is a parent of king elah,Q313224,6,6
Q768067,ma zengyu,P27,country of citizenship,False,Which country is ma zengyu from,Q148,3,4
Q4383533,a kiss before dying,P50,author,False,who authored a kiss before dying,Q317631,2,5
Q16951911,mickey finn's t-rex,P136,genre,False,what kind of rock is on mickey finn t-rex,Q76092,6,8
Q12283505,konstantin,P19,place of birth,False,where was the place of birth of constantine,Q472,7,7
Q94882,emir kusturica,R58,screenwriter,True,what is a film that emir kusturica wrote,Q2270148,5,6
Q3134980,mountain time zone,R421,located in time zone,True,state a city in the mountain time zone,Q2000498,5,7
Q5691507,heap big hepcat,P495,country of origin,False,what country is the film heap big hepcat from,Q30,5,7
Q1991931,plainview,P131,located in the administrative territorial entity,False,what county is plainview in,Q485412,3,3
Q559417,a letter to momo,P136,genre,False,which type of film is a letter to momo in,Q130232,5,8
Q678846,8275 inca,P31,instance of,False,what kind of object is 8275 inca,Q3863,5,6
Q10855844,kim seung-jun,P19,place of birth,False,Where was kim seung-jun place of birth,Q8684,2,3
Q72096,chet atkins,R175,performer,True,What is the name of one of chet atkins albums,Q7694315,7,8
Q212872,alcaeus of mytilene,P19,place of birth,False,where was alcaeus of mytilene born,Q189059,2,4
Q34248,camila giorgi,P27,country of citizenship,False,which country is camila giorgi from,Q38,3,4
Q7372161,rowland lockey,P21,sex or gender,False,What is the gender of rowland lockey,Q6581097,5,6
Q455880,suge knight,P27,country of citizenship,False,which country is suge knight affiliated with,Q30,3,4
Q7617145,still smokin,P495,country of origin,False,what country was still smokin released in,Q30,3,4
Q516541,nina di majo,P19,place of birth,False,where was nina di majo born,Q2634,2,4
Q7245,mark twain,P27,country of citizenship,False,what is the country of mark twain nationality,Q30,5,6
Q7166226,pepe martínez,P27,country of citizenship,False,where is pepe martinez from,Q29,2,3
Q886987,prithvi of nepal,P40,child,False,Who is prithvi of nepal child,Q381928,2,4
Q104814,aliens,P58,screenwriter,False,who wrote the story for aliens (film),Q350422,5,5
Q1356905,hirofumi fukuzawa,P27,country of citizenship,False,What is hirofumi fukuzawa nationality,Q17,2,3
Q2988829,george călinescu,P20,place of death,False,where did george calinescu die,Q727421,2,3
Q3187993,judith crist,P21,sex or gender,False,What is the gender of judith crist,Q6581072,5,6
Q7267278,qazi anwar hussain,P27,country of citizenship,False,what nationality is qazi anwar hussain,Q902,3,5
Q7173408,peter cotes,P20,place of death,False,where did peter cotes die,Q1065474,2,3
Q203219,boris karloff,P20,place of death,False,Where did boris karloff die,Q1700135,2,3
Q645928,biographical film,R136,genre,True,what is the tittle of the biographical film directed by Tian Zhuangzhuan,Q845885,6,7
Q6397103,kevin novak,P19,place of birth,False,Where in california was kevin novak born,Q65,4,5
Q513058,jános teleszky,P106,occupation,False,What is janos teleszky profession,Q188094,2,3
Q5428062,fabric 14,P136,genre,False,fabric 14: stacey pullen is what type of music,Q9778,0,1
Q1048902,pitcher,R413,position played on team / speciality,True,who is a japanese pitcher,Q11638685,4,4
Q69349,lothar späth,P19,place of birth,False,what is the place of birth of lothar spath,Q82858,7,8
Q313699,bill ward,R175,performer,True,What an album from bill ward,Q4053090,4,5
Q495702,balthasar russow,P20,place of death,False,where did balthasar russow start to climb the stairway to heaven,Q1770,2,3
Q101714,anita tack,P21,sex or gender,False,which gender is anita tack,Q6581072,3,4
Q220730,the killers,R175,performer,True,what one of the killers albums,Q1995440,3,4
Q1190409,jordan francis,P136,genre,False,what music genre is jordan francis known for,Q37073,4,5
Q3269223,lydia yeamans titus,P21,sex or gender,False,What lydia yeamans titus gender,Q6581072,1,3
Q69246,paul flechsig,P20,place of death,False,where did paul flechsig check out,Q2079,2,3
Q18407,la dolce vita,P162,producer,False,who produced la dolce vita,Q732185,2,4
Q5896159,honinbo dochi,P21,sex or gender,False,What gender is honinbo dochi,Q6581097,3,4
Q828322,platform game,R136,genre,True,what is a famous platform game,Q5725706,4,5
Q13530018,closer to the truth,P175,performer,False,who is the artist behind closer to the truth,Q12003,5,8
Q122935,andré reymond,P19,place of birth,False,What is Andre Reymond place of birth,Q70,2,3
Q6139084,preparedness day bombing,P276,location,False,where did the preparedness day bombing event happen,Q62,3,5
Q16218086,love steaks,P364,original language of film or TV show,False,what language is spoken in love steaks,Q188,5,6
Q8054908,yonder,P50,author,False,who is the author of yonder,Q2958511,5,5
Q510808,ron mueck,P19,place of birth,False,What is the location of ron mueck birth,Q3141,5,6
Q541554,mark damon,R162,producer,True,what film did mark damon produce,Q171582,3,4
Q11814169,paweł komorowski,P20,place of death,False,What city is Pawel Komorowski place of death,Q144786,3,4
Q65,los angeles,R19,place of birth,True,what the name of a linebacker who was born in los angeles,Q5018180,10,11
Q7577213,spike shannon,P20,place of death,False,which city did spike shannon die,Q36091,3,4
Q1408094,swing,P136,genre,False,what genre is the film swing,Q842256,5,5
Q7838458,trent smith,P413,position played on team / speciality,False,what position does trent smith have,Q1153176,3,4
Q661103,alphabeat,P264,record label,False,What label is alphabeat affiliated with,Q2604329,3,3
Q369493,timothy o. howe,P20,place of death,False,where did timothy o. howe die in the united states,Q61,2,4
Q723562,"peter ii, count of savoy",P53,family,False,"Which house was peter ii, count of savoy from",Q200229,3,7
Q434585,mike judge,R162,producer,True,what movie did mike judge produce,Q1044523,3,4
Q218950,prince caspian,P50,author,False,Who authored prince caspian,Q9204,2,3
Q367032,alfred newman,R86,composer,True,what film was alfred newman a music contributor for,Q5173134,3,4
Q3304210,omega2 aquilae,P59,constellation,False,Which constellation can the star omega2 aquilae be found in,Q10586,5,6
Q5364761,ellen biddle shipman,P21,sex or gender,False,what is the gender of ellen biddle shipman,Q6581072,5,7
Q579507,the kingdom of this world,P50,author,False,who was the author of the kingdom of this world,Q216466,2,9
Q563057,charlie rich,P264,record label,False,what is the label that charlie rich is under,Q898618,5,6
Q1124998,giessenlanden,P17,country,False,What country is giessenlanden a part of,Q55,3,3
Q8016752,william penn charter school,P112,founded by,False,who founded william penn charter school,Q209152,2,5
Q3183685,jordan derwin,P20,place of death,False,what is the place of death of jordan derwin,Q60,7,8
Q1632283,judex,P57,director,False,Who directed the film judex,Q951835,4,4
Q1412835,hd 167042,P31,instance of,False,what is the common name for hd 167042,Q523,6,7
Q2070104,gerardus johannes berenschot,P607,conflict,False,which historical conflict did gerardus johannes berenschot participate in,Q362,4,6
Q7562118,sonny t.,P21,sex or gender,False,What is sonny t gender,Q6581097,2,3
Q4040472,headin' down into the mystery below,P175,performer,False,which artist released headin down into the mystery below,Q704700,3,8
Q360698,björn anklev,P413,position played on team / speciality,False,What position does bjorn anklev play,Q193592,3,4
Q2675288,counsellor at law,P364,original language of film or TV show,False,Which language is spoken in counsellor at law,Q1860,5,7
Q5277603,dimitris mpogris,P20,place of death,False,What city did dimitrios mpogris die in,Q1524,3,4
Q16017600,paris theodore,P27,country of citizenship,False,Where is paris theodore from,Q30,2,3
Q280658,forward,R413,position played on team / speciality,True,Who plays forward for serie a club torino,Q45900,2,2
Q4797951,arthur batten-pooll,P607,conflict,False,what conflict did  arthur batten-pooll participate in,Q361,3,4
Q1632041,25669 kristinrose,P31,instance of,False,what category does 25669 kristinrose fall under,Q3863,3,4
Q1897548,spring subway,P136,genre,False,what film genre is spring subway,Q1054574,4,5
Q3183873,jorge rinaldi,P19,place of birth,False,What is the place of birth of Jorge Rinaldi,Q1486,7,8
Q1563217,hd 183263,P59,constellation,False,Which constellation is hd 183263 a part of,Q10586,3,4
Q1026552,caleb ross,P19,place of birth,False,Where in new zealand was caleb ross born,Q744239,5,6
Q27141,clupeidae,P105,taxon rank,False,what organism classification is clupeidae,Q35409,4,4
Q6551877,linda otto,P20,place of death,False,where in california did  linda otto die,Q65,4,5
Q750337,moving,P495,country of origin,False,Which country is the film moving from,Q30,5,5
Q7723382,the cliffhanger: edward randy,P123,publisher,False,who developed the cliffhanger: edward randy,Q1172213,2,5
Q5366496,elmer brown,P20,place of death,False,What is the place of death of elmer brown,Q6346,7,8
Q56093,blake edwards,R58,screenwriter,True,which film did the writer blake edwards do,Q1755157,5,6
Q179200,metro-goldwyn-mayer,R272,production company,True,which 1939 film was produced by metro-goldwyn-mayer,Q2403366,6,6
Q4818929,au-delà des lois humaines,P495,country of origin,False,what country is au-dela des lois humaines from,Q142,3,6
Q4684312,adolph bernard spreckels,P27,country of citizenship,False,which country does adolph b. spreckels belong to,Q30,3,5
Q2620241,no,P364,original language of film or TV show,False,What is a language of the film no,Q1321,7,7
Q5350253,ek tho chance,P162,producer,False,who was the producer for ek tho chance,Q7285873,5,7
Q354525,dinner for adele,P495,country of origin,False,which country does the film dinner for adele come from,Q33946,5,7
Q3720922,el greco,P495,country of origin,False,what country is el greco filmed in,Q38,3,4
Q1679891,james a. frear,P119,place of burial,False,in which place is james a. frear buried,Q216344,4,6
Q5444682,fernando domingos de moura,P413,position played on team / speciality,False,What position does footballer fernando domingos de moura play,Q280658,4,7
Q734512,bronchopneumonia,R509,cause of death,True,Name someone who died from bronchopneumonia,Q264908,5,5
Q12273848,24/seven,P136,genre,False,What style of music is the album 24/seven,Q484641,7,7
Q3246684,three billion without elevator,P364,original language of film or TV show,False,Which language is the film trois milliards sans ascenseur in,Q652,3,6
Q14981139,dragon seed,P50,author,False,who is the writer of dragon seed,Q80900,5,6
Q16567311,jive junction,P364,original language of film or TV show,False,what language is spoken in jive junction,Q1860,5,6
Q233959,belinda carlisle,P136,genre,False,What sort of music does belinda carlisle perform,Q11399,5,6
Q1049641,castleknock,R19,place of birth,True,who was born in castleknock,Q6263433,4,4
Q2964586,chouga,P364,original language of film or TV show,False,What language is in the film chouga,Q7737,6,6
Q10393439,wet blanket policy,P86,composer,False,Who was in charge of the music for wet blanket policy,Q5545229,8,10
Q3644513,brian tatler,P1303,instrument,False,what instrument can brian tatler play,Q6607,3,4
Q1180905,deadfall,P364,original language of film or TV show,False,What langauge is deadfall in,Q1860,3,3
Q16832134,ellen woglom,P21,sex or gender,False,What gender is ellen woglom,Q6581072,3,4
Q6759054,marg osburne,P21,sex or gender,False,which gender does marg osburne identify with,Q6581072,3,4
Q4761888,ang utol kong hoodlum,P495,country of origin,False,Where did the tv show ang utol kong hoodlum originate,Q928,5,8
Q7335922,rise up with fists!!,P175,performer,False,what artist made the album rise up with fists!!,Q2552702,5,8
Q738526,closely watched trains,P495,country of origin,False,In what nation does closely watched trains take place,Q33946,4,6
Q154129,gamma ray,R175,performer,True,What is the name of an album by gamma ray,Q908778,8,9
Q5338031,edie parker,P21,sex or gender,False,what is the gender of edie parker,Q6581072,5,6
Q6620506,vinnie hornsby,P1303,instrument,False,what instrument does vince hornsby play,Q46185,3,4
Q7934292,virginia harned,P20,place of death,False,Which city did virginia harned die in,Q60,3,4
Q6810448,meiyang chang,P21,sex or gender,False,is meiyang chang male or female,Q6581097,1,2
Q168800,anaphylaxis,R509,cause of death,True,who died of anaphylaxis,Q4405737,3,3
Q8341,jazz,R136,genre,True,what is the name of an artist that creates  jazz music,Q323525,9,9
Q5527922,gauthier mahoto,P21,sex or gender,False,which biological sex is gauthier mahoto,Q6581097,4,5
Q6581097,male,R21,sex or gender,True,What is the name of male character,Q1992933,5,5
Q275402,sam raimi,R58,screenwriter,True,What is a film that was written by sam raimi,Q750028,8,9
Q4832748,azizi matt rose,P413,position played on team / speciality,False,what football position does azizi matt rose play at,Q336286,4,6
Q13863,negros oriental,R19,place of birth,True,who was born in negros oriental,Q7253238,4,5
Q592200,frederick boland,P20,place of death,False,what city did frederick boland pass away in,Q1761,3,4
Q1122945,tibor kállay,P19,place of birth,False,Where was tibor kallay born,Q1781,2,3
Q1048902,pitcher,R413,position played on team / speciality,True,Who is a baseball pitcher,Q5084958,4,4
Q446612,how the grinch stole christmas!,P50,author,False,which author wrote how the grinch stole christmas!,Q298685,3,7
Q1953427,muqadar qazizadah,P27,country of citizenship,False,which nation does muqadar qazizadah come from,Q889,3,4
Q1304716,a child called jesus,P495,country of origin,False,What country did the film a child called jesus come from,Q38,5,8
Q49085,african americans,R172,ethnic group,True,Name an african american musician from Oklahoma,Q1689385,2,3
Q5525212,gary harrell,P27,country of citizenship,False,where is gary harrell from,Q30,2,3
Q6486678,language says it all,P364,original language of film or TV show,False,what language is language says it all in,Q1860,1,6
Q5645443,hamlet,P136,genre,False,The tv show hamlet is in which genre,Q130232,3,3
Q251630,holland park,R19,place of birth,True,Who is a notable person that was born in holland park,Q164674,9,10
Q12858408,guns and roses -- ik junoon,P57,director,False,who is the director of the guns and roses -- ik junoon movie,Q3695730,6,11
Q5129177,claudia gonson,P1303,instrument,False,What instrument does claudia gonson play,Q5994,3,4
Q7422544,sarah louise delany,P172,ethnic group,False,what ethnicity is sarah louise delany,Q49085,3,5
Q272517,kasabian,R175,performer,True,what album is by kasabian,Q1951148,4,4
Q216364,epic records,R264,record label,True,Who released the record label epic records,Q2212507,5,6
Q574192,greenville,R19,place of birth,True,"Who was born in greenville, south carolina",Q5525433,4,4
Q183387,columbia records,R264,record label,True,Name an artist under Columbia Records.,Q635132,4,5
Q612930,victor veljko paunović ramirez,P413,position played on team / speciality,False,what was veljko paunovic position,Q280658,1,4
Q1048041,paul d. harkins,P21,sex or gender,False,What is paul d. harkins gender,Q6581097,2,4
Q6193269,jim & jennie and the pinetops,P136,genre,False,What kind of music does jim and jennie and the pinetops sing,Q213714,5,10
Q35591,tigris,P403,mouth of the watercourse,False,What is the mouth of tigris river,Q166966,5,5
Q2744116,mega man x3,P136,genre,False,Which video game genre is mega man x3,Q270948,5,7
Q4991388,pandemonium shadow show,P136,genre,False,What genre is pandemonium shadow show,Q37073,3,5
Q13529,alfred marshall,P737,influenced by,False,who influenced alfred marshall,Q312546,2,3
Q6113929,jack matthews,P19,place of birth,False,what city was jack matthews born in,Q16567,3,4
Q6354984,kalyanji virji shah,P21,sex or gender,False,What is the gender of kalyanji virji shah,Q6581097,5,7
Q2567233,kahimi karie,P19,place of birth,False,which city was kahimi karie born,Q200589,3,4
Q438442,everaldo,P413,position played on team / speciality,False,what is everaldo position,Q336286,2,2
Q31805,invercargill,R19,place of birth,True,name a rugby player born in invercargill,Q2924428,6,6
Q7273737,r. jay soward,P413,position played on team / speciality,False,what position does r. jay soward play,Q918224,3,5
Q6683260,los santos reyes,P364,original language of film or TV show,False,which latin language is spoken in los santos reyes,Q1321,6,8
Q3656923,solomon saltiel,P20,place of death,False,where was solomon saltiel place of death,Q472,2,3
Q597,lisbon,P17,country,False,Where was lisbon located in,Q45,2,2
Q543375,uglies,P50,author,False,who wrote the work uglies,Q181716,4,4
Q5652900,take this sabbath day,P179,part of the series,False,Which tv series is take this sabbath day an episode from,Q3577037,4,7
Q480302,hirth,P112,founded by,False,who is the founder of hirth,Q87872,5,5
Q7969735,warner music australia,R264,record label,True,Which artist is signed under warner music australasia,Q7309724,5,7
Q4759887,andré eglevsky,P19,place of birth,False,Where in russia was andre eglevsky born,Q649,4,5
Q83270,hard rock,R136,genre,True,who are hard rock artists,Q142701,2,3
Q1938494,mirosław bork,P27,country of citizenship,False,Where is miroslaw bork from,Q36,2,3
Q5334590,ed brinkman,P413,position played on team / speciality,False,what position does ed brinkman play in baseball,Q1143358,3,4
Q6779858,mary jane's not a virgin anymore,P364,original language of film or TV show,False,what language is mary janes not a virgin anymore in,Q1860,3,8
Q7544363,smeep kang,P27,country of citizenship,False,What country is sumeep kang from,Q668,3,4
Q327157,gerold schwarzenbach,P19,place of birth,False,which city was gerold schwarzenbach born in,Q68286,3,4
Q253314,brian butterworth,P27,country of citizenship,False,where is brian butterworth from,Q145,2,3
Q5218100,daniel mccraney,P21,sex or gender,False,what is the gender of daniel mccraney,Q6581097,5,6
Q15823424,kevin baldwin,P21,sex or gender,False,What gender is kevin baldwin,Q6581097,3,4
Q6068594,bora öztoprak,P19,place of birth,False,where in turkey was bora Oztoprak born,Q406,4,5
Q1165,bihar,R19,place of birth,True,what the name of someone born in bihar,Q6932622,7,7
Q15712264,lauren lapkus,P106,occupation,False,which profession does lauren lapkus belong to,Q33999,3,4
Q3082851,minamoto no yoriyoshi,P40,child,False,what are the names of minamoto no yoriyoshi children,Q3083118,5,7
Q3035568,dominique de williencourt,P19,place of birth,False,where is the place of birth of dominique de williencourt,Q648,7,9
Q944356,dil se..,P136,genre,False,what film genre is the movie  dil se,Q1054574,6,7
Q534669,denison,R19,place of birth,True,who is a person that was born in denison,Q4662109,8,8
Q670138,3205 boksenberg,P196,minor planet group,False,Which asteroid group is 3205 boksenberg a member of,Q2179,4,5
Q186472,folk rock,R136,genre,True,what albums is part of folk rock,Q7847218,5,6
Q336286,defender,R413,position played on team / speciality,True,who was the defender for Esteghlal Dushanbe,Q7881461,3,3
Q384481,alan garner,R50,author,True,what book did alan garner write,Q7621291,3,4
Q315092,paul gilbert,R175,performer,True,What is the debut solo album written by paul gilbert,Q25638,8,9
Q2264858,roadracers,P58,screenwriter,False,who wrote the film  roadracers,Q47284,4,4
Q5229058,dave jordano,P21,sex or gender,False,What is the gender of dave jordano,Q6581097,5,6
Q1756026,hell,P495,country of origin,False,Which country created the film titled hell,Q17,6,6
Q2973,darmstadt,R19,place of birth,True,which german liberal politician and banker was born in  darmstadt,Q70071,9,9
Q436057,huub stevens,P21,sex or gender,False,What is huub stevens gender,Q6581097,2,3
Q464947,fatima jinnah,P140,religion or worldview,False,What religion did fatima jinnah practice,Q9585,3,4
Q5290444,domini blythe,P509,cause of death,False,domini blythe was killed by what,Q12078,0,1
Q4070,kim carnes,R175,performer,True,what album was done by kim carnes,Q5625347,5,6
Q2709053,32770 starchik,P31,instance of,False,what is 32770 starchik,Q3863,2,3
Q685516,the game plan,P136,genre,False,The film the game plan (film) is what genre of film,Q2143665,2,4
Q3546701,alejandro tommasi,P19,place of birth,False,which city was alejandro tommasi born in,Q1489,3,4
Q130232,drama film,R136,genre,True,which movie is drama,Q7429555,0,1
Q212961,pancreatic cancer,R509,cause of death,True,Who died from pancreatic cancer,Q6281201,3,4
Q2807862,14 carrot rabbit,P495,country of origin,False,What is the country of origin of the film 14 carrot rabbit,Q30,9,11
Q41262,nottingham,R19,place of birth,True,Name someone born in nottingham.,Q981830,4,4
Q687428,maria bartiromo,P27,country of citizenship,False,what is maria bartiromo nationality,Q30,2,3
Q6688022,louis r. rocco,P119,place of burial,False,where was louis r. rocco buried,Q5471971,2,4
Q1193289,jesse stone: death in paradise,P86,composer,False,who did music from the movie jesse stone: death in paradise,Q454188,6,10
Q1090566,flying swords of dragon gate,P162,producer,False,Who was the producer on flying swords of dragon gate,Q317814,5,9
Q2550715,psi velorum,P59,constellation,False,what constellation is psi velorum in,Q10521,3,4
Q115551,eagle county,R131,located in the administrative territorial entity,True,what is a city in eagle county,Q2076232,5,6
Q4932633,bob guelker,P27,country of citizenship,False,What is the nationality of bob guelker,Q30,5,6
Q2347346,milton caraglio,P21,sex or gender,False,What is milton caraglio gender,Q6581097,2,3
Q540345,the jayne mansfield story,P136,genre,False,What netflix genre does the jayne mansfield story belong to,Q130232,4,7
Q452090,scott matthew,P136,genre,False,What subgenre of rock does scott matthew play,Q11366,5,6
Q6851011,mildred robbins leet,P27,country of citizenship,False,Where is mildred robbins leet originally from,Q30,2,4
Q714057,infernal affairs,P162,producer,False,Who produced infernal affairs,Q715330,2,3
Q978055,rice,P131,located in the administrative territorial entity,False,what county is rice in,Q112603,3,3
Q5689598,headhunter redemption,P123,publisher,False,what company did produce headhunter redemption,Q122741,4,5
Q4878832,becky hobbs,P136,genre,False,what kind of music is becky hobbs known for,Q83440,5,6
Q162202,nicki minaj,R676,lyrics by,True,What is the name of a song written by nicki minaj,Q7362002,9,10
Q1726,munich,R19,place of birth,True,Who is a person born in munich,Q1261863,6,6
Q742363,jános csonka,P21,sex or gender,False,What is janos csonka gender,Q6581097,2,3
Q2621820,14919 robertohaver,P31,instance of,False,what kind of space object is 14919 robertohaver,Q3863,6,7
Q6534823,levale speigner,P19,place of birth,False,was levale speigner born in thomasville or menlo park,Q1192860,1,2
Q842256,musical film,R136,genre,True,what is the name of a musical film,Q7303411,6,7
Q7768612,the thanatos syndrome,P136,genre,False,what kind of book is the thanatos syndrome,Q8261,5,7
Q30572,friedrich mohs,P20,place of death,False,where was the death place of friedrich mohs,Q39899,6,7
Q1726,munich,R19,place of birth,True,Who is a notable person that was born in munich,Q817932,9,9
Q532395,sandy jeannin,P27,country of citizenship,False,What is the nationality of sandy jeannin,Q39,5,6
Q23051,swansea,R19,place of birth,True,Who was born in swansea,Q1557927,4,4
Q10295395,hiatus,P57,director,False,who is the director of hiatus,Q2745262,5,5
Q4354658,mo willems,R170,creator,True,what programs have been created by mo willems,Q672978,6,7
Q5181344,craig pruess,P27,country of citizenship,False,what is the nationality of craig pruess,Q30,5,6
Q7640874,sunnyside,P136,genre,False,What is the genre of the book sunnyside,Q1196408,7,7
Q561812,lalu prasad yadav,P40,child,False,what Indian cricketer is the son of lalu prasad,Q14317045,0,2
Q435844,"lamoral, count of egmont",P509,cause of death,False,"what was lamoral, count of egmont cause of death",Q204933,2,5
Q3134980,mountain time zone,R421,located in time zone,True,what city is in mountain time zone,Q79733,4,6
Q3032586,10:30 p.m. summer,P58,screenwriter,False,who wrote 10:30 p.m. summer,Q153248,2,4
Q609597,'til we meet again,P57,director,False,Who directed the movie 'til we meet again,Q263022,4,7
